id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,noncomm_positions_long_old,noncomm_positions_short_old,noncomm_positions_spread,comm_positions_long_old,comm_positions_short_old,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,noncomm_positions_long_other,noncomm_positions_short_other,noncomm_positions_spread_1,comm_positions_long_other,comm_positions_short_other,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_noncomm_long_all,change_in_noncomm_short_all,change_in_noncomm_spead_all,change_in_comm_long_all,change_in_comm_short_all,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_noncomm_long_all,pct_of_oi_noncomm_short_all,pct_of_oi_noncomm_spread,pct_of_oi_comm_long_all,pct_of_oi_comm_short_all,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_noncomm_long_old,pct_of_oi_noncomm_short_old,pct_of_oi_noncomm_spread_1,pct_of_oi_comm_long_old,pct_of_oi_comm_short_old,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_noncomm_long_other,pct_of_oi_noncomm_short_other,pct_of_oi_noncomm_spread_2,pct_of_oi_comm_long_other,pct_of_oi_comm_short_other,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_noncomm_long_all,traders_noncomm_short_all,traders_noncomm_spread_all,traders_comm_long_all,traders_comm_short_all,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_noncomm_long_old,traders_noncomm_short_old,traders_noncomm_spead_old,traders_comm_long_old,traders_comm_short_old,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_noncomm_long_other,traders_noncomm_short_other,traders_noncomm_spread_other,traders_comm_long_other,traders_comm_short_other,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined
251014088691C,GOLD - COMMODITY EXCHANGE INC.,2025-10-14T00:00:00.000,2025 Report Week 41,GOLD,088691,CMX ,NYC,088 ,GOLD,915454,261122,63391,383570,200116,430289,844809,877250,70645,38204,915454,261122,63391,383570,200116,430289,844809,877250,70645,38204,0,0,0,0,0,0,0,0,0,0,66278,-26305,1167,61294,27849,211,62838,62671,3440,3607,100.0,28.5,6.9,41.9,21.9,47.0,92.3,95.8,7.7,4.2,100.0,28.5,6.9,41.9,21.9,47.0,92.3,95.8,7.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,227,83,176,58,59,346,260,382,227,83,176,58,59,346,260,0,0,0,0,0,0,0,0,18.7,24.3,29.0,37.9,6.9,14.8,11.7,22.6,18.7,24.3,29.0,37.9,6.9,14.8,11.7,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
251007088691C,GOLD - COMMODITY EXCHANGE INC.,2025-10-07T00:00:00.000,2025 Report Week 40,GOLD,088691,CMX ,NYC,088 ,GOLD,849176,287427,62225,322276,172267,430078,781970,814579,67205,34597,849176,287427,62225,322276,172267,430078,781970,814579,67205,34597,0,0,0,0,0,0,0,0,0,0,27441,-22003,875,28213,20857,-4714,27068,24374,374,3067,100.0,33.8,7.3,38.0,20.3,50.6,92.1,95.9,7.9,4.1,100.0,33.8,7.3,38.0,20.3,50.6,92.1,95.9,7.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,228,90,167,59,63,350,261,394,228,90,167,59,63,350,261,0,0,0,0,0,0,0,0,17.1,24.1,26.9,38.6,8.3,17.2,13.6,25.7,17.1,24.1,26.9,38.6,8.3,17.2,13.6,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
251007088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-10-07T00:00:00.000,2025 Report Week 40,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,55760,18662,21669,2754,508,0,21924,24423,33836,31337,55760,18662,21669,2754,508,0,21924,24423,33836,31337,0,0,0,0,0,0,0,0,0,0,592,339,1170,-377,189,0,151,793,441,-201,100.0,33.5,38.9,4.9,0.9,0.0,39.3,43.8,60.7,56.2,100.0,33.5,38.9,4.9,0.9,0.0,39.3,43.8,60.7,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,23,13,8,1,0,30,15,37,23,13,8,1,0,30,15,0,0,0,0,0,0,0,0,16.7,30.1,24.4,39.9,16.2,28.7,23.0,36.2,16.7,30.1,24.4,39.9,16.2,28.7,23.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250930088691C,GOLD - COMMODITY EXCHANGE INC.,2025-09-30T00:00:00.000,2025 Report Week 39,GOLD,088691,CMX ,NYC,088 ,GOLD,821734,309430,61349,294063,151409,434792,754902,790205,66832,31529,821734,309430,61349,294063,151409,434792,754902,790205,66832,31529,0,0,0,0,0,0,0,0,0,0,-76713,-10343,837,-37329,-27139,-34817,-74811,-71309,-1902,-5404,100.0,37.7,7.5,35.8,18.4,52.9,91.9,96.2,8.1,3.8,100.0,37.7,7.5,35.8,18.4,52.9,91.9,96.2,8.1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389,232,81,162,61,65,348,257,389,232,81,162,61,65,348,257,0,0,0,0,0,0,0,0,16.6,25.0,26.8,39.8,9.7,18.5,15.5,28.6,16.6,25.0,26.8,39.8,9.7,18.5,15.5,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250930088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-09-30T00:00:00.000,2025 Report Week 39,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,55168,18323,20499,3131,319,0,21773,23630,33395,31538,55168,18323,20499,3131,319,0,21773,23630,33395,31538,0,0,0,0,0,0,0,0,0,0,-4067,-980,5444,-4292,319,0,-4953,1152,886,-5219,100.0,33.2,37.2,5.7,0.6,0.0,39.5,42.8,60.5,57.2,100.0,33.2,37.2,5.7,0.6,0.0,39.5,42.8,60.5,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,21,16,9,1,0,28,20,39,21,16,9,1,0,28,20,0,0,0,0,0,0,0,0,16.4,26.2,24.6,35.7,15.4,25.2,22.7,32.3,16.4,26.2,24.6,35.7,15.4,25.2,22.7,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250923088691C,GOLD - COMMODITY EXCHANGE INC.,2025-09-23T00:00:00.000,2025 Report Week 38,GOLD,088691,CMX ,NYC,088 ,GOLD,898447,319773,60512,331393,178548,469609,829713,861514,68734,36933,898447,319773,60512,331393,178548,469609,829713,861514,68734,36933,0,0,0,0,0,0,0,0,0,0,62626,6800,3618,44952,12676,11465,64428,60035,-1802,2591,100.0,35.6,6.7,36.9,19.9,52.3,92.3,95.9,7.7,4.1,100.0,35.6,6.7,36.9,19.9,52.3,92.3,95.9,7.7,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399,234,87,169,63,68,356,268,399,234,87,169,63,68,356,268,0,0,0,0,0,0,0,0,16.3,23.4,26.2,38.1,9.0,16.3,14.2,26.6,16.3,23.4,26.2,38.1,9.0,16.3,14.2,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250923088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-09-23T00:00:00.000,2025 Report Week 38,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,59235,19303,15055,7423,0,0,26726,22478,32509,36757,59235,19303,15055,7423,0,0,26726,22478,32509,36757,0,0,0,0,0,0,0,0,0,0,3313,2621,770,815,0,0,3436,1585,-123,1728,100.0,32.6,25.4,12.5,0.0,0.0,45.1,37.9,54.9,62.1,100.0,32.6,25.4,12.5,0.0,0.0,45.1,37.9,54.9,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,15,11,0,0,26,20,35,20,15,11,0,0,26,20,0,0,0,0,0,0,0,0,21.0,20.9,31.9,30.0,15.8,16.8,22.5,21.7,21.0,20.9,31.9,30.0,15.8,16.8,22.5,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250916088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-09-16T00:00:00.000,2025 Report Week 37,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,55922,16682,14285,6608,0,0,23290,20893,32632,35029,55922,16682,14285,6608,0,0,23290,20893,32632,35029,0,0,0,0,0,0,0,0,0,0,-1560,-3878,-683,956,0,0,-2922,273,1362,-1833,100.0,29.8,25.5,11.8,0.0,0.0,41.6,37.4,58.4,62.6,100.0,29.8,25.5,11.8,0.0,0.0,41.6,37.4,58.4,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,22,14,10,0,0,27,19,36,22,14,10,0,0,27,19,0,0,0,0,0,0,0,0,15.3,20.4,26.5,29.5,12.2,17.1,20.4,22.2,15.3,20.4,26.5,29.5,12.2,17.1,20.4,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250916088691C,GOLD - COMMODITY EXCHANGE INC.,2025-09-16T00:00:00.000,2025 Report Week 37,GOLD,088691,CMX ,NYC,088 ,GOLD,835822,312973,56894,286440,165872,458144,765285,801479,70536,34343,835822,312973,56894,286440,165872,458144,765285,801479,70536,34343,0,0,0,0,0,0,0,0,0,0,18714,-2966,-3693,10132,9601,34976,16766,41414,1948,-22700,100.0,37.4,6.8,34.3,19.8,54.8,91.6,95.9,8.4,4.1,100.0,37.4,6.8,34.3,19.8,54.8,91.6,95.9,8.4,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387,228,82,169,60,68,350,261,387,228,82,169,60,68,350,261,0,0,0,0,0,0,0,0,16.4,24.1,25.9,39.3,9.5,17.5,14.9,28.6,16.4,24.1,25.9,39.3,9.5,17.5,14.9,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250909088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-09-09T00:00:00.000,2025 Report Week 36,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,57482,20560,14968,5652,0,0,26212,20620,31270,36862,57482,20560,14968,5652,0,0,26212,20620,31270,36862,0,0,0,0,0,0,0,0,0,0,-4428,-6492,-325,-536,0,0,-7028,-861,2600,-3567,100.0,35.8,26.0,9.8,0.0,0.0,45.6,35.9,54.4,64.1,100.0,35.8,26.0,9.8,0.0,0.0,45.6,35.9,54.4,64.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,20,13,9,0,0,24,18,33,20,13,9,0,0,24,18,0,0,0,0,0,0,0,0,22.9,19.8,32.6,28.3,19.3,17.4,26.3,22.9,22.9,19.8,32.6,28.3,19.3,17.4,26.3,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250909088691C,GOLD - COMMODITY EXCHANGE INC.,2025-09-09T00:00:00.000,2025 Report Week 36,GOLD,088691,CMX ,NYC,088 ,GOLD,817108,315939,60588,276309,156271,423169,748519,760065,68589,57043,817108,315939,60588,276309,156271,423169,748519,760065,68589,57043,0,0,0,0,0,0,0,0,0,0,52326,4982,-5939,33101,11387,9397,49469,36560,2857,15767,100.0,38.7,7.4,33.8,19.1,51.8,91.6,93.0,8.4,7.0,100.0,38.7,7.4,33.8,19.1,51.8,91.6,93.0,8.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385,230,82,164,58,66,347,255,385,230,82,164,58,66,347,255,0,0,0,0,0,0,0,0,16.6,23.7,26.1,39.0,10.1,17.3,15.7,27.3,16.6,23.7,26.1,39.0,10.1,17.3,15.7,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250902088691C,GOLD - COMMODITY EXCHANGE INC.,2025-09-02T00:00:00.000,2025 Report Week 35,GOLD,088691,CMX ,NYC,088 ,GOLD,764782,310958,66526,243208,144884,413771,699050,723506,65732,41276,764782,310958,66526,243208,144884,413771,699050,723506,65732,41276,0,0,0,0,0,0,0,0,0,0,131500,42016,7315,70322,16595,38186,128932,115822,2568,15678,100.0,40.7,8.7,31.8,18.9,54.1,91.4,94.6,8.6,5.4,100.0,40.7,8.7,31.8,18.9,54.1,91.4,94.6,8.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,231,86,165,62,71,348,268,394,231,86,165,62,71,348,268,0,0,0,0,0,0,0,0,16.5,23.7,25.9,39.0,11.1,17.8,16.4,28.9,16.5,23.7,25.9,39.0,11.1,17.8,16.4,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250902088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-09-02T00:00:00.000,2025 Report Week 35,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,61910,27052,15293,6188,0,0,33240,21481,28670,40429,61910,27052,15293,6188,0,0,33240,21481,28670,40429,0,0,0,0,0,0,0,0,0,0,12630,16988,-1376,-1698,0,0,15290,-3074,-2660,15704,100.0,43.7,24.7,10.0,0.0,0.0,53.7,34.7,46.3,65.3,100.0,43.7,24.7,10.0,0.0,0.0,53.7,34.7,46.3,65.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,17,17,9,0,0,22,21,34,17,17,9,0,0,22,21,0,0,0,0,0,0,0,0,34.3,18.1,43.6,27.1,30.9,16.1,37.8,20.6,34.3,18.1,43.6,27.1,30.9,16.1,37.8,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250826088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-08-26T00:00:00.000,2025 Report Week 34,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,49280,10064,16669,7886,0,0,17950,24555,31330,24725,49280,10064,16669,7886,0,0,17950,24555,31330,24725,0,0,0,0,0,0,0,0,0,0,-1980,-178,-6126,2687,0,0,2509,-3439,-4489,1459,100.0,20.4,33.8,16.0,0.0,0.0,36.4,49.8,63.6,50.2,100.0,20.4,33.8,16.0,0.0,0.0,36.4,49.8,63.6,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,12,18,12,0,0,21,21,30,12,18,12,0,0,21,21,0,0,0,0,0,0,0,0,19.9,25.4,27.2,38.3,12.5,21.1,18.4,28.7,19.9,25.4,27.2,38.3,12.5,21.1,18.4,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250826088691C,GOLD - COMMODITY EXCHANGE INC.,2025-08-26T00:00:00.000,2025 Report Week 34,GOLD,088691,CMX ,NYC,088 ,GOLD,633282,268942,59212,172886,128289,375586,570118,607683,63164,25598,633282,268942,59212,172886,128289,375586,570118,607683,63164,25598,0,0,0,0,0,0,0,0,0,0,-10723,6987,-873,-16984,-1312,4623,-11309,-13234,585,2511,100.0,42.5,9.3,27.3,20.3,59.3,90.0,96.0,10.0,4.0,100.0,42.5,9.3,27.3,20.3,59.3,90.0,96.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,212,67,142,62,61,317,228,350,212,67,142,62,61,317,228,0,0,0,0,0,0,0,0,17.1,24.8,27.4,42.2,13.4,20.9,19.8,33.6,17.1,24.8,27.4,42.2,13.4,20.9,19.8,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250819088691C,GOLD - COMMODITY EXCHANGE INC.,2025-08-19T00:00:00.000,2025 Report Week 33,GOLD,088691,CMX ,NYC,088 ,GOLD,644005,261955,60085,189870,129601,370963,581426,620918,62579,23087,644005,261955,60085,189870,129601,370963,581426,620918,62579,23087,0,0,0,0,0,0,0,0,0,0,-19449,-16517,2156,-6979,1980,-12709,-21516,-17532,2067,-1917,100.0,40.7,9.3,29.5,20.1,57.6,90.3,96.4,9.7,3.6,100.0,40.7,9.3,29.5,20.1,57.6,90.3,96.4,9.7,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,217,72,156,57,59,321,241,356,217,72,156,57,59,321,241,0,0,0,0,0,0,0,0,18.3,25.6,29.0,43.0,13.4,20.8,20.3,32.9,18.3,25.6,29.0,43.0,13.4,20.8,20.3,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250819088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-08-19T00:00:00.000,2025 Report Week 33,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,51260,10242,22795,5199,0,0,15441,27994,35819,23266,51260,10242,22795,5199,0,0,15441,27994,35819,23266,0,0,0,0,0,0,0,0,0,0,6425,2444,7782,-944,0,0,1500,6838,4925,-413,100.0,20.0,44.5,10.1,0.0,0.0,30.1,54.6,69.9,45.4,100.0,20.0,44.5,10.1,0.0,0.0,30.1,54.6,69.9,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,17,15,12,0,0,26,18,32,17,15,12,0,0,26,18,0,0,0,0,0,0,0,0,11.9,34.4,19.8,48.1,10.0,32.1,15.5,40.9,11.9,34.4,19.8,48.1,10.0,32.1,15.5,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250812088691C,GOLD - COMMODITY EXCHANGE INC.,2025-08-12T00:00:00.000,2025 Report Week 32,GOLD,088691,CMX ,NYC,088 ,GOLD,663454,278472,57929,196848,127622,383672,602942,638449,60512,25005,663454,278472,57929,196848,127622,383672,602942,638449,60512,25005,0,0,0,0,0,0,0,0,0,0,-7286,-5024,4650,7767,-11589,-19228,-8846,-6811,1561,-474,100.0,42.0,8.7,29.7,19.2,57.8,90.9,96.2,9.1,3.8,100.0,42.0,8.7,29.7,19.2,57.8,90.9,96.2,9.1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,220,61,152,58,62,318,237,352,220,61,152,58,62,318,237,0,0,0,0,0,0,0,0,18.2,25.3,28.7,42.7,13.3,20.2,19.9,33.0,18.2,25.3,28.7,42.7,13.3,20.2,19.9,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250812088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-08-12T00:00:00.000,2025 Report Week 32,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,44835,7798,15013,6143,0,0,13941,21156,30894,23679,44835,7798,15013,6143,0,0,13941,21156,30894,23679,0,0,0,0,0,0,0,0,0,0,-431,-4914,248,343,0,0,-4571,591,4140,-1022,100.0,17.4,33.5,13.7,0.0,0.0,31.1,47.2,68.9,52.8,100.0,17.4,33.5,13.7,0.0,0.0,31.1,47.2,68.9,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,15,15,11,0,0,25,16,30,15,15,11,0,0,25,16,0,0,0,0,0,0,0,0,12.8,28.6,20.4,39.7,9.6,21.9,13.4,29.6,12.8,28.6,20.4,39.7,9.6,21.9,13.4,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250805088691C,GOLD - COMMODITY EXCHANGE INC.,2025-08-05T00:00:00.000,2025 Report Week 31,GOLD,088691,CMX ,NYC,088 ,GOLD,670740,283496,53279,189081,139211,402900,611788,645260,58951,25479,670740,283496,53279,189081,139211,402900,611788,645260,58951,25479,0,0,0,0,0,0,0,0,0,0,22326,10564,-2465,12834,-6,9625,23392,19994,-1066,2332,100.0,42.3,7.9,28.2,20.8,60.1,91.2,96.2,8.8,3.8,100.0,42.3,7.9,28.2,20.8,60.1,91.2,96.2,8.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,215,57,143,61,63,312,229,345,215,57,143,61,63,312,229,0,0,0,0,0,0,0,0,17.9,27.5,28.7,45.7,13.2,22.4,20.3,36.6,17.9,27.5,28.7,45.7,13.2,22.4,20.3,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250805088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-08-05T00:00:00.000,2025 Report Week 31,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,45266,12712,14765,5800,0,0,18512,20565,26754,24701,45266,12712,14765,5800,0,0,18512,20565,26754,24701,0,0,0,0,0,0,0,0,0,0,-8406,1705,-13992,-5724,0,0,-4019,-19716,-4387,11310,100.0,28.1,32.6,12.8,0.0,0.0,40.9,45.4,59.1,54.6,100.0,28.1,32.6,12.8,0.0,0.0,40.9,45.4,59.1,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,15,16,12,0,0,25,18,31,15,16,12,0,0,25,18,0,0,0,0,0,0,0,0,23.1,26.7,30.3,37.9,17.6,22.3,23.7,28.7,23.1,26.7,30.3,37.9,17.6,22.3,23.7,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250729088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-29T00:00:00.000,2025 Report Week 30,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,53672,11007,28757,11524,0,0,22531,40281,31141,13391,53672,11007,28757,11524,0,0,22531,40281,31141,13391,0,0,0,0,0,0,0,0,0,0,655,-9788,10592,4759,0,0,-5029,15351,5683,-14696,100.0,20.5,53.6,21.5,0.0,0.0,42.0,75.1,58.0,24.9,100.0,20.5,53.6,21.5,0.0,0.0,42.0,75.1,58.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,13,14,13,0,0,22,19,28,13,14,13,0,0,22,19,0,0,0,0,0,0,0,0,24.4,54.9,32.9,68.0,12.8,44.0,17.9,51.3,24.4,54.9,32.9,68.0,12.8,44.0,17.9,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
250729088691C,GOLD - COMMODITY EXCHANGE INC.,2025-07-29T00:00:00.000,2025 Report Week 30,GOLD,088691,CMX ,NYC,088 ,GOLD,648414,272933,55745,176247,139216,393275,588396,625267,60017,23147,648414,272933,55745,176247,139216,393275,588396,625267,60017,23147,0,0,0,0,0,0,0,0,0,0,-110127,-31123,-3032,-64509,-12353,-33814,-107985,-101355,-2142,-8773,100.0,42.1,8.6,27.2,21.5,60.7,90.7,96.4,9.3,3.6,100.0,42.1,8.6,27.2,21.5,60.7,90.7,96.4,9.3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,202,54,136,59,63,300,217,329,202,54,136,59,63,300,217,0,0,0,0,0,0,0,0,17.5,27.1,27.8,44.6,13.3,21.2,20.0,34.7,17.5,27.1,27.8,44.6,13.3,21.2,20.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
