id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,noncomm_positions_long_old,noncomm_positions_short_old,noncomm_positions_spread,comm_positions_long_old,comm_positions_short_old,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,noncomm_positions_long_other,noncomm_positions_short_other,noncomm_positions_spread_1,comm_positions_long_other,comm_positions_short_other,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_noncomm_long_all,change_in_noncomm_short_all,change_in_noncomm_spead_all,change_in_comm_long_all,change_in_comm_short_all,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_noncomm_long_all,pct_of_oi_noncomm_short_all,pct_of_oi_noncomm_spread,pct_of_oi_comm_long_all,pct_of_oi_comm_short_all,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_noncomm_long_old,pct_of_oi_noncomm_short_old,pct_of_oi_noncomm_spread_1,pct_of_oi_comm_long_old,pct_of_oi_comm_short_old,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_noncomm_long_other,pct_of_oi_noncomm_short_other,pct_of_oi_noncomm_spread_2,pct_of_oi_comm_long_other,pct_of_oi_comm_short_other,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_noncomm_long_all,traders_noncomm_short_all,traders_noncomm_spread_all,traders_comm_long_all,traders_comm_short_all,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_noncomm_long_old,traders_noncomm_short_old,traders_noncomm_spead_old,traders_comm_long_old,traders_comm_short_old,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_noncomm_long_other,traders_noncomm_short_other,traders_noncomm_spread_other,traders_comm_long_other,traders_comm_short_other,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined
250819088691F,GOLD - COMMODITY EXCHANGE INC.,2025-08-19T00:00:00.000,2025 Report Week 33,GOLD,088691,CMX ,NYC,088 ,GOLD,438541,275277,62687,40496,66670,316635,382443,419818,56098,18723,438541,275277,62687,40496,66670,316635,382443,419818,56098,18723,0,0,0,0,0,0,0,0,0,0,-7611,-12838,4057,-458,3243,-9857,-10053,-6258,2442,-1353,100.0,62.8,14.3,9.2,15.2,72.2,87.2,95.7,12.8,4.3,100.0,62.8,14.3,9.2,15.2,72.2,87.2,95.7,12.8,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,193,60,83,50,52,275,164,318,193,60,83,50,52,275,164,0,0,0,0,0,0,0,0,20.1,30.9,31.7,50.8,19.8,30.1,30.2,49.1,20.1,30.9,31.7,50.8,19.8,30.1,30.2,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250819088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-08-19T00:00:00.000,2025 Report Week 33,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,51255,10242,22795,5199,0,0,15441,27994,35814,23261,51255,10242,22795,5199,0,0,15441,27994,35814,23261,0,0,0,0,0,0,0,0,0,0,6425,2444,7782,-944,0,0,1500,6838,4925,-413,100.0,20.0,44.5,10.1,0.0,0.0,30.1,54.6,69.9,45.4,100.0,20.0,44.5,10.1,0.0,0.0,30.1,54.6,69.9,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,17,15,12,0,0,26,18,32,17,15,12,0,0,26,18,0,0,0,0,0,0,0,0,11.9,34.4,19.8,48.1,10.0,32.1,15.5,40.9,11.9,34.4,19.8,48.1,10.0,32.1,15.5,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250812088691F,GOLD - COMMODITY EXCHANGE INC.,2025-08-12T00:00:00.000,2025 Report Week 32,GOLD,088691,CMX ,NYC,088 ,GOLD,446152,288115,58630,40954,63427,326492,392496,426076,53656,20076,446152,288115,58630,40954,63427,326492,392496,426076,53656,20076,0,0,0,0,0,0,0,0,0,0,-3495,-4079,3486,10173,-10648,-17729,-4554,-4070,1059,575,100.0,64.6,13.1,9.2,14.2,73.2,88.0,95.5,12.0,4.5,100.0,64.6,13.1,9.2,14.2,73.2,88.0,95.5,12.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,198,50,70,47,57,270,154,318,198,50,70,47,57,270,154,0,0,0,0,0,0,0,0,20.3,30.4,31.5,51.3,19.8,29.6,30.1,49.3,20.3,30.4,31.5,51.3,19.8,29.6,30.1,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250812088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-08-12T00:00:00.000,2025 Report Week 32,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,44830,7798,15013,6143,0,0,13941,21156,30889,23674,44830,7798,15013,6143,0,0,13941,21156,30889,23674,0,0,0,0,0,0,0,0,0,0,-426,-4914,248,343,0,0,-4571,591,4145,-1017,100.0,17.4,33.5,13.7,0.0,0.0,31.1,47.2,68.9,52.8,100.0,17.4,33.5,13.7,0.0,0.0,31.1,47.2,68.9,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,15,15,11,0,0,25,16,30,15,15,11,0,0,25,16,0,0,0,0,0,0,0,0,12.8,28.6,20.4,39.7,9.6,21.9,13.4,29.6,12.8,28.6,20.4,39.7,9.6,21.9,13.4,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250805088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-08-05T00:00:00.000,2025 Report Week 31,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,45256,12712,14765,5800,0,0,18512,20565,26744,24691,45256,12712,14765,5800,0,0,18512,20565,26744,24691,0,0,0,0,0,0,0,0,0,0,-8402,1705,-13992,-5724,0,0,-4019,-19716,-4383,11314,100.0,28.1,32.6,12.8,0.0,0.0,40.9,45.4,59.1,54.6,100.0,28.1,32.6,12.8,0.0,0.0,40.9,45.4,59.1,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,15,16,12,0,0,25,18,31,15,16,12,0,0,25,18,0,0,0,0,0,0,0,0,23.1,26.7,30.3,37.9,17.6,22.3,23.7,28.7,23.1,26.7,30.3,37.9,17.6,22.3,23.7,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250805088691F,GOLD - COMMODITY EXCHANGE INC.,2025-08-05T00:00:00.000,2025 Report Week 31,GOLD,088691,CMX ,NYC,088 ,GOLD,449647,292194,55144,30781,74075,344221,397050,430146,52597,19501,449647,292194,55144,30781,74075,344221,397050,430146,52597,19501,0,0,0,0,0,0,0,0,0,0,4388,10953,-2501,-928,-5018,6049,5007,2620,-619,1768,100.0,65.0,12.3,6.8,16.5,76.6,88.3,95.7,11.7,4.3,100.0,65.0,12.3,6.8,16.5,76.6,88.3,95.7,11.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,191,47,66,54,55,268,149,312,191,47,66,54,55,268,149,0,0,0,0,0,0,0,0,20.7,35.1,32.1,55.8,19.7,34.4,30.8,55.0,20.7,35.1,32.1,55.8,19.7,34.4,30.8,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250729088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-29T00:00:00.000,2025 Report Week 30,GOLD,088691,CMX ,NYC,088 ,GOLD,445259,281241,57645,31709,79093,338172,392043,427526,53216,17733,445259,281241,57645,31709,79093,338172,392043,427526,53216,17733,0,0,0,0,0,0,0,0,0,0,-44164,-30708,-1266,-14987,2367,-20891,-43328,-37144,-836,-7020,100.0,63.2,12.9,7.1,17.8,75.9,88.0,96.0,12.0,4.0,100.0,63.2,12.9,7.1,17.8,75.9,88.0,96.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,181,46,69,54,56,260,150,300,181,46,69,54,56,260,150,0,0,0,0,0,0,0,0,20.2,34.5,31.0,53.6,19.4,31.9,29.5,50.8,20.2,34.5,31.0,53.6,19.4,31.9,29.5,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250729088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-29T00:00:00.000,2025 Report Week 30,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,53658,11007,28757,11524,0,0,22531,40281,31127,13377,53658,11007,28757,11524,0,0,22531,40281,31127,13377,0,0,0,0,0,0,0,0,0,0,659,-9788,10592,4764,0,0,-5024,15356,5683,-14697,100.0,20.5,53.6,21.5,0.0,0.0,42.0,75.1,58.0,24.9,100.0,20.5,53.6,21.5,0.0,0.0,42.0,75.1,58.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,13,14,13,0,0,22,19,28,13,14,13,0,0,22,19,0,0,0,0,0,0,0,0,24.4,55.0,32.9,68.0,12.8,44.0,17.9,51.3,24.4,55.0,32.9,68.0,12.8,44.0,17.9,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250722088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-22T00:00:00.000,2025 Report Week 29,GOLD,088691,CMX ,NYC,088 ,GOLD,489423,311949,58911,46696,76726,359063,435371,464670,54052,24753,489423,311949,58911,46696,76726,359063,435371,464670,54052,24753,0,0,0,0,0,0,0,0,0,0,40892,41722,1799,1357,737,32386,43816,35542,-2924,5350,100.0,63.7,12.0,9.5,15.7,73.4,89.0,94.9,11.0,5.1,100.0,63.7,12.0,9.5,15.7,73.4,89.0,94.9,11.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,203,58,76,50,63,283,170,337,203,58,76,50,63,283,170,0,0,0,0,0,0,0,0,18.1,30.3,28.1,49.3,17.5,29.8,26.4,47.4,18.1,30.3,28.1,49.3,17.5,29.8,26.4,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250722088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-22T00:00:00.000,2025 Report Week 29,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,52999,20795,18165,6760,0,0,27555,24925,25444,28074,52999,20795,18165,6760,0,0,27555,24925,25444,28074,0,0,0,0,0,0,0,0,0,0,368,4853,-9131,2685,0,0,7538,-6446,-7170,6814,100.0,39.2,34.3,12.8,0.0,0.0,52.0,47.0,48.0,53.0,100.0,39.2,34.3,12.8,0.0,0.0,52.0,47.0,48.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,18,19,11,0,0,23,26,38,18,19,11,0,0,23,26,0,0,0,0,0,0,0,0,32.5,22.2,41.5,34.3,27.7,19.1,34.2,27.2,32.5,22.2,41.5,34.3,27.7,19.1,34.2,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250715088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-15T00:00:00.000,2025 Report Week 28,GOLD,088691,CMX,NYC,088,GOLD,448531,270227,57112,45339,75989,326677,391555,429128,56976,19403,448531,270227,57112,45339,75989,326677,391555,429128,56976,19403,0,0,0,0,0,0,0,0,0,0,5387,8542,-1605,-7954,4114,16448,4702,6889,685,-1502,100.0,60.2,12.7,10.1,16.9,72.8,87.3,95.7,12.7,4.3,100.0,60.2,12.7,10.1,16.9,72.8,87.3,95.7,12.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,189,49,74,50,52,265,152,305,189,49,74,50,52,265,152,0,0,0,0,0,0,0,0,18.6,31.8,27.9,50.1,17.3,31.0,25.9,48.5,18.6,31.8,27.9,50.1,17.3,31.0,25.9,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250715088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-15T00:00:00.000,2025 Report Week 28,MICRO GOLD,088695,CMX,NYC,088,GOLD,52631,15942,27296,4075,0,0,20017,31371,32614,21260,52631,15942,27296,4075,0,0,20017,31371,32614,21260,0,0,0,0,0,0,0,0,0,0,4312,4840,1948,1827,0,0,6667,3775,-2355,537,100.0,30.3,51.9,7.7,0.0,0.0,38.0,59.6,62.0,40.4,100.0,30.3,51.9,7.7,0.0,0.0,38.0,59.6,62.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,16,17,8,0,0,21,21,34,16,17,8,0,0,21,21,0,0,0,0,0,0,0,0,18.1,39.6,29.1,49.0,17.5,36.3,25.0,44.6,18.1,39.6,29.1,49.0,17.5,36.3,25.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250708088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-08T00:00:00.000,2025 Report Week 27,GOLD,088691,CMX ,NYC,088 ,GOLD,443144,261685,58717,53293,71875,310229,386853,422239,56291,20905,443144,261685,58717,53293,71875,310229,386853,422239,56291,20905,0,0,0,0,0,0,0,0,0,0,5482,3054,2066,-3594,3055,5340,2515,3812,2967,1670,100.0,59.1,13.3,12.0,16.2,70.0,87.3,95.3,12.7,4.7,100.0,59.1,13.3,12.0,16.2,70.0,87.3,95.3,12.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,182,51,74,50,53,257,153,299,182,51,74,50,53,257,153,0,0,0,0,0,0,0,0,19.5,31.3,30.2,49.9,17.6,30.4,26.3,47.2,19.5,31.3,30.2,49.9,17.6,30.4,26.3,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250708088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-08T00:00:00.000,2025 Report Week 27,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,48319,11102,25348,2248,0,0,13350,27596,34969,20723,48319,11102,25348,2248,0,0,13350,27596,34969,20723,0,0,0,0,0,0,0,0,0,0,3019,-2816,4590,880,0,0,-1936,5470,4955,-2451,100.0,23.0,52.5,4.7,0.0,0.0,27.6,57.1,72.4,42.9,100.0,23.0,52.5,4.7,0.0,0.0,27.6,57.1,72.4,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,18,17,9,0,0,24,21,36,18,17,9,0,0,24,21,0,0,0,0,0,0,0,0,13.0,35.3,18.8,45.3,11.9,33.9,17.0,43.9,13.0,35.3,18.8,45.3,11.9,33.9,17.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250701088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-01T00:00:00.000,2025 Report Week 26,GOLD,088691,CMX ,NYC,088 ,GOLD,437662,258631,56651,56887,68820,304889,384338,418427,53324,19235,437662,258631,56651,56887,68820,304889,384338,418427,53324,19235,0,0,0,0,0,0,0,0,0,0,2704,2554,-4422,6338,-4503,1006,4389,2922,-1685,-218,100.0,59.1,12.9,13.0,15.7,69.7,87.8,95.6,12.2,4.4,100.0,59.1,12.9,13.0,15.7,69.7,87.8,95.6,12.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,183,51,73,48,53,252,157,303,183,51,73,48,53,252,157,0,0,0,0,0,0,0,0,20.1,31.1,31.1,50.6,17.4,30.3,26.4,47.3,20.1,31.1,31.1,50.6,17.4,30.3,26.4,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250701088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-01T00:00:00.000,2025 Report Week 26,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,45300,13918,20758,1368,0,0,15286,22126,30014,23174,45300,13918,20758,1368,0,0,15286,22126,30014,23174,0,0,0,0,0,0,0,0,0,0,-1120,3569,-4493,-1247,0,0,2322,-5740,-3442,4620,100.0,30.7,45.8,3.0,0.0,0.0,33.7,48.8,66.3,51.2,100.0,30.7,45.8,3.0,0.0,0.0,33.7,48.8,66.3,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,14,17,8,0,0,19,21,32,14,17,8,0,0,19,21,0,0,0,0,0,0,0,0,22.3,24.9,27.9,36.4,21.7,24.0,27.2,35.5,22.3,24.9,27.9,36.4,21.7,24.0,27.2,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250624088691F,GOLD - COMMODITY EXCHANGE INC.,2025-06-24T00:00:00.000,2025 Report Week 25,GOLD,088691,CMX ,NYC,088 ,GOLD,434958,256077,61073,50549,73323,303883,379949,415505,55009,19453,434958,256077,61073,50549,73323,303883,379949,415505,55009,19453,0,0,0,0,0,0,0,0,0,0,-6256,-4509,1135,-2555,1639,-5528,-5425,-6948,-831,692,100.0,58.9,14.0,11.6,16.9,69.9,87.4,95.5,12.6,4.5,100.0,58.9,14.0,11.6,16.9,69.9,87.4,95.5,12.6,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,185,54,77,51,51,261,160,310,185,54,77,51,51,261,160,0,0,0,0,0,0,0,0,20.0,31.3,31.3,51.3,17.3,30.4,27.0,47.7,20.0,31.3,31.3,51.3,17.3,30.4,27.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250624088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-06-24T00:00:00.000,2025 Report Week 25,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,46420,10349,25251,2615,0,0,12964,27866,33456,18554,46420,10349,25251,2615,0,0,12964,27866,33456,18554,0,0,0,0,0,0,0,0,0,0,1427,-1832,-185,-186,0,0,-2018,-371,3445,1798,100.0,22.3,54.4,5.6,0.0,0.0,27.9,60.0,72.1,40.0,100.0,22.3,54.4,5.6,0.0,0.0,27.9,60.0,72.1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,15,20,9,0,0,21,23,35,15,20,9,0,0,21,23,0,0,0,0,0,0,0,0,16.1,31.2,21.3,44.7,14.4,29.5,19.1,42.4,16.1,31.2,21.3,44.7,14.4,29.5,19.1,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250617088691F,GOLD - COMMODITY EXCHANGE INC.,2025-06-17T00:00:00.000,2025 Report Week 24,GOLD,088691,CMX ,NYC,088 ,GOLD,441214,260586,59938,53104,71684,309411,385374,422453,55840,18761,441214,260586,59938,53104,71684,309411,385374,422453,55840,18761,0,0,0,0,0,0,0,0,0,0,24071,14591,1424,4396,3252,18261,22239,24081,1832,-10,100.0,59.1,13.6,12.0,16.2,70.1,87.3,95.7,12.7,4.3,100.0,59.1,13.6,12.0,16.2,70.1,87.3,95.7,12.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,202,50,71,50,53,274,152,322,202,50,71,50,53,274,152,0,0,0,0,0,0,0,0,19.5,31.5,30.8,51.2,16.8,30.5,26.2,47.9,19.5,31.5,30.8,51.2,16.8,30.5,26.2,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250617088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-06-17T00:00:00.000,2025 Report Week 24,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,44993,12181,25436,2801,0,0,14982,28237,30011,16756,44993,12181,25436,2801,0,0,14982,28237,30011,16756,0,0,0,0,0,0,0,0,0,0,1252,-930,3443,-666,0,0,-1596,2777,2848,-1525,100.0,27.1,56.5,6.2,0.0,0.0,33.3,62.8,66.7,37.2,100.0,27.1,56.5,6.2,0.0,0.0,33.3,62.8,66.7,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,13,19,8,0,0,18,22,32,13,19,8,0,0,18,22,0,0,0,0,0,0,0,0,20.5,33.1,26.9,47.6,19.6,30.5,24.7,43.8,20.5,33.1,26.9,47.6,19.6,30.5,24.7,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250610088691F,GOLD - COMMODITY EXCHANGE INC.,2025-06-10T00:00:00.000,2025 Report Week 23,GOLD,088691,CMX ,NYC,088 ,GOLD,417143,245995,58514,48708,68432,291150,363135,398372,54008,18771,417143,245995,58514,48708,68432,291150,363135,398372,54008,18771,0,0,0,0,0,0,0,0,0,0,1202,-987,-563,2650,-2473,-581,-810,1506,2012,-304,100.0,59.0,14.0,11.7,16.4,69.8,87.1,95.5,12.9,4.5,100.0,59.0,14.0,11.7,16.4,69.8,87.1,95.5,12.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,191,53,72,51,52,265,154,314,191,53,72,51,52,265,154,0,0,0,0,0,0,0,0,20.3,31.9,31.6,51.5,17.5,30.6,27.4,47.6,20.3,31.9,31.6,51.5,17.5,30.6,27.4,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250610088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-06-10T00:00:00.000,2025 Report Week 23,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,43741,13111,21993,3467,0,0,16578,25460,27163,18281,43741,13111,21993,3467,0,0,16578,25460,27163,18281,0,0,0,0,0,0,0,0,0,0,4659,2738,7982,-699,0,0,2039,7283,2620,-2624,100.0,30.0,50.3,7.9,0.0,0.0,37.9,58.2,62.1,41.8,100.0,30.0,50.3,7.9,0.0,0.0,37.9,58.2,62.1,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,11,19,10,0,0,19,21,30,11,19,10,0,0,19,21,0,0,0,0,0,0,0,0,25.5,32.6,31.8,45.6,23.5,29.7,28.5,40.3,25.5,32.6,31.8,45.6,23.5,29.7,28.5,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250603088691F,GOLD - COMMODITY EXCHANGE INC.,2025-06-03T00:00:00.000,2025 Report Week 22,GOLD,088691,CMX ,NYC,088 ,GOLD,415941,246982,59077,46058,70905,291731,363945,396866,51996,19075,415941,246982,59077,46058,70905,291731,363945,396866,51996,19075,0,0,0,0,0,0,0,0,0,0,-21597,12895,-826,-13343,-16604,-3365,-17052,-17534,-4545,-4063,100.0,59.4,14.2,11.1,17.0,70.1,87.5,95.4,12.5,4.6,100.0,59.4,14.2,11.1,17.0,70.1,87.5,95.4,12.5,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,195,52,69,55,55,275,151,318,195,52,69,55,55,275,151,0,0,0,0,0,0,0,0,20.1,32.6,31.2,51.2,17.6,31.0,27.1,47.9,20.1,32.6,31.2,51.2,17.6,31.0,27.1,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
